item_id,frame_id,gt_index,mask_iou,normalized_mssd,mspd_px
s000010-i000040-p000015,s000010-i000040,11,0.83485254691689,0.02912106032997208,2.538988199742134
s000010-i000040-p000025,s000010-i000040,28,0.8328949675609328,0.026512506871887324,1.9431745042273172
s000010-i000040-p000023,s000010-i000040,30,0.8226720647773279,0.06074866581120302,3.513980504473295
s000010-i000040-p000021,s000010-i000040,34,0.8152716593245227,0.012873734534447298,1.0530516285150882
s000010-i000040-p000011,s000010-i000040,23,0.8062337662337662,0.04759422297271566,2.320471795753499
s000010-i000040-p000005,s000010-i000040,18,0.7964580300824843,0.022194406811495353,1.649320290553582
s000010-i000040-p000033,s000010-i000040,32,0.7812045388420134,0.0553162601383343,2.3197097139169434
s000010-i000040-p000027,s000010-i000040,20,0.7760087839692561,0.05601679399817822,1.4435721659569938
s000010-i000040-p000020,s000010-i000040,27,0.7642815926139642,0.05092870618230554,1.689497574237256
s000010-i000040-p000018,s000010-i000040,0,0.7626241721854304,0.062278949118811405,2.711015292183083
s000010-i000040-p000008,s000010-i000040,31,0.7557106598984772,0.04359461656937062,2.6028092828494245
s000010-i000040-p000000,s000010-i000040,5,0.7483926275182169,0.04284288064906603,2.1129590443697475
s000010-i000040-p000003,s000010-i000040,7,0.7464558342420938,0.05291424552968289,4.1585608414779935
s000010-i000040-p000002,s000010-i000040,9,0.740243599304002,0.06299268611039524,3.9803915995720254
s000010-i000040-p000006,s000010-i000040,10,0.6981035366478728,0.06993655614609849,3.579067946678511
s000010-i000040-p000032,s000010-i000040,26,0.6841789252476733,0.10030443980856538,3.747213751960454
s000010-i000040-p000028,s000010-i000040,13,0.6743049190345249,0.07410977956795724,2.197479505457564
s000010-i000040-p000016,s000010-i000040,14,0.6684018740239459,0.0542317412665303,3.27351599106749
s000010-i000040-p000022,s000010-i000040,1,0.6547987616099071,0.051978298318642945,3.1362056038585746
s000025-i000000-p000014,s000025-i000000,0,0.845061533606816,0.053707548894322256,6.729935700621575
s000025-i000000-p000002,s000025-i000000,11,0.8411633109619687,0.07017865393513628,5.557433732208598
s000025-i000000-p000041,s000025-i000000,32,0.8347826086956521,0.07572597292579061,4.886974481432432
